name_of_satellite_alternate_names, country_org_of_un_registry, country_of_operator_owner, operator_owner, users, purpose, detailed_purpose, class_of_orbit, type_of_orbit, longitude_of_geo_degrees, perigee_km, apogee_km, eccentricity, inclination_degrees, period_minutes, launch_mass_kg, dry_mass_kg, power_watts, date_of_launch, expected_lifetime, contractor, country_of_contractor, launch_site, launch_vehicle, cospar_number, norad_number, comments, column_ab, source_used_for_orbital_data, source, source_2, source_3, source_4, source_5, source_6, launch_year, launch_of_the_year, piece_of_the_launch, norad_catalog_number, multiple_name_flag, payload_flag, operational_status_code, source_or_ownership, launch_date, launch_site, decay_date, orbital_period, inclination, apogee_altitude, perigee_altitude, radar_cross_section, orbital_status_code
FLTSATCOM-8 (USA 46), USA, USA, US Navy, Military, Communications, null, GEO, null, -14.74, 35745, 35829, 0.0009962758260787057, 8.97, 1436.13, 2310, 1884, null, 1989-09-25, 5 yrs., TRW. Defense and Space Systems Group, USA, Cape Canaveral, Atlas Centaur, 1989-077A, 20253, Old system replaced by UFO satellites; this satellite still operational as of 2009., null, JM/2_09, http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/1989/077A.HTM, http://www.wired.com/politics/security/news/2009/04/fleetcom?currentPage=all, http://www.designation-systems.net/dusrm/app3/sat-summary.html, http://www.fas.org/spp/military/program/com/fltsat.htm, null, null, 2014, 22, C, 39682, null, *, D, US, 2014-01-18, AFETR, 2014-01-28, 51.6, null, 167, 153, 0.0834, null
Formosat-2 (ROCSAT-2. Republic of China Satellite 2) , NR, Taiwan, National Space Program Office (NSPO), Government/Military, Earth Observation, Optical Imaging, LEO, Sun-Synchronous, 0, 890, 893, 0.0002065688907250568, 99, 102.8, 764, 631, 500-700, 2004-05-21, 5 yrs., Astrium/NSPO, France/UK/Germany/Taiwan, Vandenberg AFB, Taurus XL, 2004-018A, 28254, "It's mission is to observe and monitor the terrestrial and marine environment and natural resources throughout Taiwan. its remote islands and surrounding ocean for civil applications." , null, www.satellitedebris.net 12/12, http://nssdc.gsfc.nasa.gov/spacewarn/spx607.html, http://www.nspo.gov.tw/e50/home/index.html, http://www.spacedaily.com/2004/040520222422.3oqhev83.html, http://perso.wanadoo.fr/eurospace/espdatabase/, http://www.lib.cas.cz/www/space.40/2004/018A.HTM, null, 2000, 4, B, 26062, null, *, D, US, 2000-01-27, AFWTR, 2001-01-05, 100.2, null, 239, 200, 5.2361, null
AMC-15 (Americom-15), USA, USA, SES World Skies, Commercial, Communications, null, GEO, null, -105.04, 35777, 35795, 0.0002134927412467976, 0.04, 1436.08, 4200, null, null, 2004-10-14, 15 yrs., Lockheed Martin, USA, Baikonur Cosmodrome, Proton M, 2004-041A, 28446, Hybrid Ku-Ka-band satellite; CONUS. Alaska. Hawaii., null, JM/12_08, http://perso.wanadoo.fr/eurospace/espdatabase/index.html, http://nssdc.gsfc.nasa.gov/spacewarn/spx612.html, http://www.ses-americom.com/satellites/amc-15.html, http://www.lib.cas.cz/www/space.40/2004/041A.HTM, http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf, null, 2004, 41, A, 28446, null, *, +, SES, 2004-01-14, TYMSC, null, 0.1, null, 35798, 35774, 22.4085, null
AMC-16 (Americom-16), USA, USA, SES World Skies, Commercial, Communications, null, GEO, null, -84.98, 35780, 35793, 0.00015418737324018834, 0.02, 1436.1, 4312, null, null, 2004-12-17, 15 yrs., Lockheed Martin Commercial Space Systems, USA, Cape Canaveral, Atlas 5, 2004-048A, 28472, Hybrid Ku-Ka-band satellite; CONUS. Alaska. Hawaii., null, JM/12_08, http://www.lib.cas.cz/www/space.40/2004/048A.HTM, http://nssdc.gsfc.nasa.gov/spacewarn/spx614.html, http://www.ses-americom.com/satellites/amc-16.html, http://www.rednova.com/news/display/?id=112116, http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf, null, 2004, 48, A, 28472, null, *, +, SES, 2004-01-17, AFETR, null, 0, null, 35799, 35773, 7.9432, null
AMC-18 (Americom 18), USA, USA, SES World Skies, Commercial, Communications, null, GEO, null, -104.97, 35773, 35800, 0.00032023531365269885, 0.06, 1436.1, 2081, 918, null, 2006-12-08, 15 yrs., Lockheed Martin Missiles and Space, USA, Guiana Space Center, Ariane 5, 2006-054B, 29644, All c-band transponders for North American coverage., null, JM/12_08, http://www.ses-americom.com/americom/siteSections/pressroom/12_08_06.php, http://www.lib.cas.cz/www/space.40/INDEX1.HTM, http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf, null, null, null, 2006, 54, B, 29644, null, *, +, SES, 2006-01-08, FRGUI, null, 0, null, 35798, 35775, 3.9811, null
ABS-4 (ABS-2i. MBSat. Mobile Broadcasting Satellite. Han Byul), NR, Multinational, Asia Broadcast Satellite Ltd., Commercial, Communications, null, GEO, null, 75, 35780, 35793, 0.00015418737324018834, 0.01, 1436.1, 4143, 1700, 7400, 2004-03-13, 12 yrs., Space Systems/Loral, USA, Cape Canaveral, Atlas 3, 2004-007A, 28184, Purchased by ABS in 2013., null, JM/12_08, http://www.absatellite.net/satellite-fleet/?sat=abs2, null, http://space.skyrocket.de/doc_sdat/mbsat-1.htm, null, null, null, 2014, 6, A, 39508, null, *, P, ABS, 2014-01-06, FRGUI, null, 0, null, 35803, 35770, 0.3533, null
AMC-21 (Americom 21), United Kingdom, USA, SES World Skies, Commercial, Communications, null, GEO, null, -124.86, 35778, 35793, 0.00017791272787655228, 3, 1436.1, 2500, null, 5000, 2008-08-14, 15 yrs., Orbital Sciences Corp., USA, Guiana Space Center, Ariane 5 ECA, 2008-038B, 33275, Television services to the US. Canada. Mexico and Caribbean., null, JM/12_08, http://www.orbital.com/NewsInfo/Publications/AMC-21_Fact.pdf, http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2008/038B.HTM, null, null, null, null, 2008, 38, B, 33275, null, *, +, SES, 2008-01-14, FRGUI, null, 0, null, 35798, 35776, 19.9526, null
GOES 13 (Geostationary Operational Environmental Satellite. GOES-N), USA, USA, NOAA (National Oceanographic and Atmospheric Administration), Government, Earth Observation, Earth Science/Meterology, GEO, null, -104.77, 35768, 35801, 0.0003914172864107035, 0.28, 1436, 3200, 1533, 2300, 2006-05-24, 7 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Delta 4, 2006-018A, 29155, Will supply data critical for fast. accurate forecasts and warnings for severe weather. including tornadoes. winter storms and hurricanes., null, JM/12_08, http://www.noaanews.noaa.gov/stories2006/s2636.htm, http://www.lib.cas.cz/www/space.40/2006/018A.HTM, null, null, null, null, 2006, 18, A, 29155, null, *, B, US, 2006-01-24, AFETR, null, 0.3, null, 35835, 35730, 18.3801, null
GOES 14 (Geostationary Operational Environmental Satellite. GOES-O), USA, USA, NOAA (National Oceanographic and Atmospheric Administration), Government, Earth Observation, Earth Science/Meterology, GEO, null, -89.5, 35170, 35170, 0, 0, 1436, 3200, 1533, 2300, 2009-06-27, 10 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Delta 4, 2009-033A, 35491, Spare., null, SC - ASCR, http://goespoes.gsfc.nasa.gov/goes/index.html, null, http://www.lib.cas.cz/space.40/2009/033A.HTM, null, null, null, 2009, 33, A, 35491, null, *, S, US, 2009-01-27, AFETR, null, 0.2, null, 35814, 35759, 17.6453, null
GOES 15 (Geostationary Operational Ennvironmental Satellite. GOES-P), USA, USA, NOAA (National Oceanographic and Atmospheric Administration), Government, Earth Observation, Earth Science/Meterology, GEO, null, -89.43, 35786, 35788, 0.00002372085300187395, 0.42, 1436.14, 3175, 2180, null, 2010-03-04, 10 yrs., Boeing Satellite Systems, USA, Cape Canaveral, Delta 4, 2010-008A, 36411, null, null, JM/4_10, http://www.planet4589.org/space/log/geo.log, http://nssdc.gsfc.nasa.gov/spacewarn/spx677.html, null, null, null, null, 2010, 8, A, 36411, null, *, B, US, 2010-01-04, AFETR, null, 0.1, null, 35796, 35783, 6.3096, null
GOES 3 (Geostationary Operational Environmental Satellite. GOES-C), USA, USA, University of Miami. Rosenstiel School of Marine and Atmospheric Science (RSMAS) (loaned by NOAA), Civil, Communications, null, GEO, null, -101.44, 35772, 35800, 0.00033209981971724073, 14.3, 1436.08, 627, null, null, 1978-06-16, 7 yrs., Ford Aerospace, USA, Cape Canaveral, Delta 2914, 1978-062A, 10953, Still supplying communications at South Pole; equipment scheduled to be removed in 2006., null, JM/12_08, http://ice.rsmas.miami.edu/access.phtml, http://www.lib.cas.cz/www/space.40/1978/INDEX1.HTM, null, null, null, null, 1978, 62, A, 10953, null, *, -, US, 1978-01-16, AFETR, null, 12.4, null, 36064, 36025, 3.0518, null
GOMX-3, NR (6/16), Denmark, GomSpace ApS, Commercial, Technology Development, null, LEO, Non-Polar Inclined, 0, 394, 409, 0.0011075832533412094, 51.64, 92.6, 3, null, null, 2015-10-05, null, GomSpace/ESA, Denmark, International Space Station, Nanorack Deployer, 1998-067HA, 40949, null, null, JM/12_15, https://eoportal.org/web/eoportal/satellite-missions/g/gomx-3, http://www.gizmag.com/esas-gomx-3-cubesat-goes-online/39903/, http://www.planet4589.org/space/log/satcat.txt, null, null, null, 1998, 67, HA, 40949, null, *, D, DEN, 1998-01-20, TYMSC, 2016-01-18, 51.6, null, 176, 167, 0.05, null
GRIFEX (GEO-CAPE ROIC In-Flight Performance Experiment), NR, USA, University of Michigan/NASA Earth Science Technology Office, Government/Civil, Technology Development, null, LEO, Elliptical, 0, 441, 659, 0.0157514450867052, 99.1, 95.5, 4, null, null, 2015-01-31, null, Michigan Exploration Laboratory. University of Michigan, USA, Vandenberg AFB, Delta 2, 2015-003D, 40379, A spaceborne engineering assessment of a JPL-developed all digital in-pixel high frame rate ROIC (Read-Out Integrated Circuit)., null, null, https://directory.eoportal.org/web/eoportal/satellite-missions/g/grifex, http://www.jpl.nasa.gov/cubesat/grifex.php, null, null, null, null, 2015, 3, D, 40379, null, *, +, US, 2015-01-31, AFWTR, null, 99.1, null, 613, 427, 0.0584, null
GSAT-10, India, India, Indian Space Research Organization (ISRO), Government, Communications, null, GEO, null, 83, 35777, 35795, 0.0002134927412467976, 0.06, 1436.07, 3400, 1493, null, 2012-09-28, 15 yrs., Indian Space Research Organization (ISRO), India, Guiana Space Center, Ariane 5, 2012-051B, 38779, Also equipped with GAGAN (GPS Aided GEO Augmented Naviation)., null, ZARYA, http://www.zarya.info/Diaries/Launches/Launches.php?year=2012#end, http://www.nasaspaceflight.com/2012/09/ariane-5-eca-launch-with-astra-2f-and-gsat-10-satellites/, http://space50.kosmo.cz/s40/2012/I051B.HTM, null, null, null, 2001, 15, A, 26745, null, *, -, IND, 2001-01-18, SRILR, null, 11.7, null, 35794, 33846, 3.1622, null
GSAT-10, India, India, Indian Space Research Organization (ISRO), Government, Communications, null, GEO, null, 83, 35777, 35795, 0.0002134927412467976, 0.06, 1436.07, 3400, 1493, null, 2012-09-28, 15 yrs., Indian Space Research Organization (ISRO), India, Guiana Space Center, Ariane 5, 2012-051B, 38779, Also equipped with GAGAN (GPS Aided GEO Augmented Naviation)., null, ZARYA, http://www.zarya.info/Diaries/Launches/Launches.php?year=2012#end, http://www.nasaspaceflight.com/2012/09/ariane-5-eca-launch-with-astra-2f-and-gsat-10-satellites/, http://space50.kosmo.cz/s40/2012/I051B.HTM, null, null, null, 2012, 51, B, 38779, null, *, +, IND, 2012-01-28, FRGUI, null, 0.1, null, 35800, 35773, 13.8482, null
GSAT-12, India, India, Indian Space Research Organization (ISRO), Government, Communications, null, GEO, null, 82.94, 35761, 35811, 0.0005930353923522156, 0.09, 1436.1, 1410, 559, 1430, 2011-07-15, 8 yrs., Indian Space Research Organization (ISRO), India, Satish Dhawan Space Center, PSLV C17, 2011-034A, 37746, C-band expansion at this location. Designed for quick turn-around deployment., null, SC - ASCR 9/11, http://www.isro.org/satellites/gsat-12.aspx, http://www.planet4589.org/space/log/geo.log, http://www.lib.cas.cz/space.40/2011/034A.HTM, null, null, null, 2001, 15, A, 26745, null, *, -, IND, 2001-01-18, SRILR, null, 11.7, null, 35794, 33846, 3.1622, null
GSAT-12, India, India, Indian Space Research Organization (ISRO), Government, Communications, null, GEO, null, 82.94, 35761, 35811, 0.0005930353923522156, 0.09, 1436.1, 1410, 559, 1430, 2011-07-15, 8 yrs., Indian Space Research Organization (ISRO), India, Satish Dhawan Space Center, PSLV C17, 2011-034A, 37746, C-band expansion at this location. Designed for quick turn-around deployment., null, SC - ASCR 9/11, http://www.isro.org/satellites/gsat-12.aspx, http://www.planet4589.org/space/log/geo.log, http://www.lib.cas.cz/space.40/2011/034A.HTM, null, null, null, 2011, 34, A, 37746, null, *, +, IND, 2011-01-15, SRILR, null, 0.1, null, 35862, 35710, 1.9953, null
GSAT-14, India, India, Indian Space Research Organization (ISRO), Government, Communications, null, GEO, null, 74, 35763, 35810, 0.0005574466570991425, 0.23, 1436.1, 1982, null, null, 2014-01-05, 12 yrs., Indian Space Research Organization (ISRO), India, Satish Dhawan Space Center, GSLV, 2014-001A, 39498, Replacement for GSAT-3., null, SC - ASCR, http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2014/001A.HTM, http://www.zarya.info/Diaries/Launches/Launches.php?year=2014, null, null, null, null, 2001, 15, A, 26745, null, *, -, IND, 2001-01-18, SRILR, null, 11.7, null, 35794, 33846, 3.1622, null
GSAT-14, India, India, Indian Space Research Organization (ISRO), Government, Communications, null, GEO, null, 74, 35763, 35810, 0.0005574466570991425, 0.23, 1436.1, 1982, null, null, 2014-01-05, 12 yrs., Indian Space Research Organization (ISRO), India, Satish Dhawan Space Center, GSLV, 2014-001A, 39498, Replacement for GSAT-3., null, SC - ASCR, http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2014/001A.HTM, http://www.zarya.info/Diaries/Launches/Launches.php?year=2014, null, null, null, null, 2014, 1, A, 39498, null, *, +, IND, 2014-01-05, SRILR, null, 0.1, null, 35798, 35775, 4.829, null
GSAT-15, NR (12/15), India, Indian Space Research Organization (ISRO), Government, Communications, null, GEO, null, 93.5, 35782, 35805, 0.00027274775576031403, 0.1, 1436.1, 3164, null, null, 2015-01-10, 12 yrs., Indian Space Research Organization (ISRO), India, Guiana Space Center, Ariane 5, 2015-065A, 41028, null, null, SC - ASCR, http://spaceflightnow.com/2015/11/10/arab-and-indian-satellites-fly-aboard-ariane-5/, http://prehled-druzic.blogspot.cz/2015/11/2015-065.html#2015065A, null, null, null, null, 2001, 15, A, 26745, null, *, -, IND, 2001-01-18, SRILR, null, 11.7, null, 35794, 33846, 3.1622, null
GSAT-15, NR (12/15), India, Indian Space Research Organization (ISRO), Government, Communications, null, GEO, null, 93.5, 35782, 35805, 0.00027274775576031403, 0.1, 1436.1, 3164, null, null, 2015-01-10, 12 yrs., Indian Space Research Organization (ISRO), India, Guiana Space Center, Ariane 5, 2015-065A, 41028, null, null, SC - ASCR, http://spaceflightnow.com/2015/11/10/arab-and-indian-satellites-fly-aboard-ariane-5/, http://prehled-druzic.blogspot.cz/2015/11/2015-065.html#2015065A, null, null, null, null, 2015, 65, A, 41028, null, *, +, IND, 2015-01-10, FRGUI, null, 0.1, null, 35797, 35776, 44.212, null
GSAT-16, NR (1/15), India, Indian Space Research Organization (ISRO), Government, Communications, null, GEO, null, 55, 35776, 35798, 0.0002609293830206134, 0.18, 1436.1, 3181, null, null, 2014-12-06, 15 yrs., Indian Space Research Organization (ISRO), India, Guiana Space Center, Ariane 5 ECA, 2014-078A, 40332, Replacement for GSAT-3E. 48 transponders - 12 in the C band. 12 in the extended C and 24 in the Ku band., null, ZARYA, http://www.thehindu.com/news/national/indias-gsat16-launched-successfully/article6669677.ece, http://www.zarya.info/Diaries/Launches/Launches.php?year=2014, null, null, null, null, 2001, 15, A, 26745, null, *, -, IND, 2001-01-18, SRILR, null, 11.7, null, 35794, 33846, 3.1622, null
GSAT-16, NR (1/15), India, Indian Space Research Organization (ISRO), Government, Communications, null, GEO, null, 55, 35776, 35798, 0.0002609293830206134, 0.18, 1436.1, 3181, null, null, 2014-12-06, 15 yrs., Indian Space Research Organization (ISRO), India, Guiana Space Center, Ariane 5 ECA, 2014-078A, 40332, Replacement for GSAT-3E. 48 transponders - 12 in the C band. 12 in the extended C and 24 in the Ku band., null, ZARYA, http://www.thehindu.com/news/national/indias-gsat16-launched-successfully/article6669677.ece, http://www.zarya.info/Diaries/Launches/Launches.php?year=2014, null, null, null, null, 2014, 78, A, 40332, null, *, +, IND, 2014-01-06, FRGUI, null, 0.1, null, 35817, 35756, 63.2456, null
GSAT-2, India, India, Indian Space Research Organization (ISRO), Government, Communications/Technology Development, null, GEO, null, 48.04, 35776, 35796, 0.00023721415694088623, 0.04, 1436.07, 1825, null, null, 2003-05-08, 3-5 yrs., Indian Space Research Organization (ISRO), India, Satish Dhawan Space Center, GSLV D2, 2003-018A, 27807, 4 C-band. 2 Ku-band; mobile satellite service., null, JM/12_08, http://www.spacenewsfeed.co.uk/2003/11May2003.html#Launches, http://nssdc.gsfc.nasa.gov/spacewarn/spx595.html, http://www.isro.org/pressrelease/May20_2003.htm, null, null, null, 2003, 18, A, 27807, null, *, -, IND, 2003-01-08, SRILR, null, 6.2, null, 35944, 35867, 0.003, null
GSAT-2, India, India, Indian Space Research Organization (ISRO), Government, Communications/Technology Development, null, GEO, null, 48.04, 35776, 35796, 0.00023721415694088623, 0.04, 1436.07, 1825, null, null, 2003-05-08, 3-5 yrs., Indian Space Research Organization (ISRO), India, Satish Dhawan Space Center, GSLV D2, 2003-018A, 27807, 4 C-band. 2 Ku-band; mobile satellite service., null, JM/12_08, http://www.spacenewsfeed.co.uk/2003/11May2003.html#Launches, http://nssdc.gsfc.nasa.gov/spacewarn/spx595.html, http://www.isro.org/pressrelease/May20_2003.htm, null, null, null, 2018, 89, A, 43698, null, *, +, IND, 2018-01-14, SRILR, null, 0, null, 35799, 35774, null, null
GSAT-6 (Insat 4-E), NR, India, Indian National Satellite (INSAT), Government/Commercial, Communications, null, GEO, null, 83, 35775, 35775, 0, 0, 1436.1, 2110, 980, 3100, 2015-08-27, 9-12 yrs., Indian Space Research Organization (ISRO), India, Satish Dhawan Space Center, GSLV, 2015-041A, 40880, null, null, Estimated, http://www.isro.gov.in/update/27-aug-2015/gslv-successfully-launches-india%E2%80%99s-latest-communication-satellite-gsat-6, http://www.thehindu.com/news/cities/bangalore/mired-in-row-gsat6-finally-goes-up-in-space/article7603981.ece, http://www.nasaspaceflight.com/2015/08/indian-gslv-launch-gsat-6/, null, null, null, 2015, 41, A, 40880, null, *, +, IND, 2015-01-27, SRILR, null, 0.1, null, 35811, 35762, 2, null
